"UPDATED","ENTRY_DATE","EVENT_LCL_DATE","EVENT_LCL_TIME","LOC_CITY_NAME","LOC_STATE_NAME","LOC_CNTRY_NAME","RMK_TEXT","EVENT_TYPE_DESC","FSDO_DESC","REGIST_NBR","FLT_NBR","ACFT_OPRTR","ACFT_MAKE_NAME","ACFT_MODEL_NAME","ACFT_MISSING_FLAG","ACFT_DMG_DESC","FLT_ACTIVITY","FLT_PHASE","FAR_PART","MAX_INJ_LVL","FATAL_FLAG","FLT_CRW_INJ_NONE","FLT_CRW_INJ_MINOR","FLT_CRW_INJ_SERIOUS","FLT_CRW_INJ_FATAL","FLT_CRW_INJ_UNK","CBN_CRW_INJ_NONE","CBN_CRW_INJ_MINOR","CBN_CRW_INJ_SERIOUS","CBN_CRW_INJ_FATAL","CBN_CRW_INJ_UNK","PAX_INJ_NONE","PAX_INJ_MINOR","PAX_INJ_SERIOUS","PAX_INJ_FATAL","PAX_INJ_UNK","GRND_INJ_NONE","GRND_INJ_MINOR","GRND_INJ_SERIOUS","GRND_INJ_FATAL","GRND_INJ_UNK"
"No","01-APR-24","29-MAR-24","17:48:00Z","HAWKINSVILLE","GEORGIA","UNITED STATES","AIRCRAFT EXPERIENCED A FUEL LINE FEED ISSUE AND MADE AN EMERGENCY LANDING IN A FIELD, HAWKINSVILLE, GA.","INCIDENT","ATLANTA FSDO","N519BW","","","QUARTZ MOUNTAIN AEROSPACE","11E","No","NONE","PERSONAL","UNKNOWN (UNK)","91","NONE","No","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"No","01-APR-24","29-MAR-24","17:25:00Z","CHANUTE","KANSAS","UNITED STATES","AIRCRAFT DEPARTED, STRUCK A BIRD AND LANDED IN A FIELD, CHANUTE, KS.","INCIDENT","WICHITA FSDO","N910GX","","","BELL","407","No","UNKNOWN","AMBULANCE","TAKEOFF (TOF)","135","UNKNOWN","No","1","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0"
"No","01-APR-24","29-MAR-24","18:03:00Z","MESA","ARIZONA","UNITED STATES","AIRCRAFT ON A HIGH-SPEED TAXI ON RUNWAY AND EXITED TO TAXIWAY, LEFT WING CLIPPED THE TAIL OF N28958 WHICH WAS WAITING IN THE RUNUP AREA, MESA, AZ.","INCIDENT","SCOTTSDALE FSDO","N4401E","OXF2880","OXFORD AVIATION ACADEMY","PIPER","PA28","No","UNKNOWN","FAR 141 PILOT SCHOOL","TAXI (TXI)","91","NONE","No","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"No","01-APR-24","29-MAR-24","18:03:00Z","MESA","ARIZONA","UNITED STATES","AIRCRAFT WAITING IN THE RUNUP AREA AND TAIL WAS STRUCK BY THE LEFT WING OF N4401E, MESA, AZ.","INCIDENT","SCOTTSDALE FSDO","N28958","OXF4560","OXFORD AVIATION ACADEMY","PIPER","PA28","No","UNKNOWN","FAR 141 PILOT SCHOOL","STANDING (STD)","91","NONE","No","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"No","01-APR-24","29-MAR-24","13:56:00Z","SARASOTA","FLORIDA","UNITED STATES","AIRCRAFT EXPERIENCED A HARD LANDING INCURRING A PROP STRIKE, SARASOTA, FL.","INCIDENT","TAMPA FSDO","N6056V","","","CESSNA","162","No","UNKNOWN","INSTRUCTION","LANDING (LDG)","91","NONE","No","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"No","01-APR-24","30-MAR-24","21:15:00Z","ANGEL FIRE","NEW MEXICO","UNITED STATES","AIRCRAFT DURING TAKEOFF CAUGHT A CROSSWIND, BLOWN OFF RUNWAY AND ENDED UP IN A DITCH, ANGEL FIRE, NM.","INCIDENT","ALBUQUERQUE FSDO","N9989R","","","BEECH","N35","No","UNKNOWN","PERSONAL","TAKEOFF (TOF)","91","NONE","No","1","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0"
"No","22-MAR-24","21-MAR-24","18:10:00Z","NORFOLK","VIRGINIA","UNITED STATES","AIRCRAFT LANDED AND VEERED OFF RUNWAY DUE TO A GUST OF WIND, NORFOLK, VA.","INCIDENT","RICHMOND FSDO","N9269A","","","CESSNA","170","No","UNKNOWN","PERSONAL","LANDING (LDG)","91","NONE","No","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Yes","22-MAR-24","22-MAR-24","05:30:00Z","ANKENY","IOWA","UNITED STATES","AIRCRAFT STRUCK A BIRD ON DEPARTURE AND POST FLIGHT INSPECTION REVEALED DAMAGE TO THE WING FAIRING AND LEADING EDGE, ANKENY, IA.","INCIDENT","DES MOINES FSDO","N2231E","","","CESSNA","182","No","MINOR","PUBLIC USE","TAKEOFF (TOF)","","NONE","No","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"No","22-MAR-24","20-MAR-24","21:55:00Z","ATCHISON","KANSAS","UNITED STATES","AIRCRAFT RIGHT MAIN GEAR SHEARED OFF ON LANDING, ATCHISON, KS.","INCIDENT","WICHITA FSDO","N7135G","","","CESSNA","421","No","MINOR","PERSONAL","LANDING (LDG)","91","NONE","No","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"No","22-MAR-24","21-MAR-24","17:00:00Z","COOLIDGE","ARIZONA","UNITED STATES","AIRCRAFT STALLED ON DEPARTURE AND CAME DOWN HARD ON THE LANDING GEAR, COOLIDGE, AZ.","ACCIDENT","SCOTTSDALE FSDO","N755LA","","","DIAMOND","DA40","No","SUBSTANTIAL","PERSONAL","TAKEOFF (TOF)","91","NONE","No","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"No","21-MAR-24","20-MAR-24","23:50:00Z","ROCHESTER","MINNESOTA","UNITED STATES","AIRCRAFT CRASHED UNDER UNKNOWN CIRCUMSTANCES WHEN THE BALLOON SEPARATED FROM THE BASKET AND POST CRASH FIRE, ROCHESTER, MN.","INCIDENT","MINNEAPOLIS FSDO","N5236R","","","AEROSTAR INTERNATIONAL","S53A","No","UNKNOWN","PERSONAL","EN ROUTE (ENR)","91","NONE","No","1","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0"
"No","21-MAR-24","20-MAR-24","16:20:00Z","APOPKA","FLORIDA","UNITED STATES","AIRCRAFT STRUCK A PEDESTRIAN THAT WAS LANDSCAPING WITH THE WINGTIP WHILE TAXIING, APOPKA, FL.","INCIDENT","ORLANDO FSDO","N686JA","","","PIPER","PA28","No","UNKNOWN","PERSONAL","TAXI (TXI)","91","MINOR","No","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0"
"No","21-MAR-24","19-MAR-24","17:18:00Z","MINNEAPOLIS","MINNESOTA","UNITED STATES","AIRCRAFT INCURRED A PROP STRIKE DUE TO A GUST OF WIND WHILE TAXIING, MINNEAPOLIS, MN.","INCIDENT","MINNEAPOLIS FSDO","N1184F","","","CESSNA","172","No","MINOR","PERSONAL","TAXI (TXI)","91","NONE","No","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"No","21-MAR-24","20-MAR-24","20:30:00Z","JACKSONVILLE","FLORIDA","UNITED STATES","AIRCRAFT PERFORMING TOUCH AND GOS VEERED OFF RUNWAY DUE TO A GUST OF WIND, JACKSONVILLE, FL.","INCIDENT","ORLANDO FSDO","N7989U","","","CESSNA","172","No","UNKNOWN","INSTRUCTION","MANEUVERING (MNV)","91","NONE","No","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"No","02-APR-24","01-APR-24","11:30:00Z","MUNCIE","INDIANA","UNITED STATES","AIRCRAFT CRASHED UNDER UNKNOWN CIRCUMSTANCES INTO A PEDESTRIAN WALKING PATH, MUNCIE, IN.","ACCIDENT","INDIANAPOLIS FSDO","N8438B","","","PIPER","PA28","No","SUBSTANTIAL","PERSONAL","APPROACH (APR)","91","SERIOUS","No","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0"
"No","02-APR-24","01-APR-24","19:04:00Z","ROCK SPRINGS","TEXAS","UNITED STATES","AIRCRAFT ENCOUNTERED SEVERE TURBULENCE INJURYING TWO PASSENGERS, ROCK SPRINGS, TX.","INCIDENT","NORTH TEXAS FSDO","N17ZP","","","TEXTRON","680","No","NONE","CORPORATE","EN ROUTE (ENR)","91","MINOR","No","2","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0"
"No","02-APR-24","01-APR-24","12:41:00Z","DALLAS-FORT WORTH","TEXAS","UNITED STATES","AIRCRAFT STRUCK A BIRD ON TAKEOFF, DALLAS-FORT WORTH, TX.","INCIDENT","NORTH TEXAS FSDO","N249LR","ASH6021","MESA AIRLINES","BOMBARDIER","CL-600-2D24","No","UNKNOWN","COMMERCIAL","TAKEOFF (TOF)","121","NONE","No","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"No","02-APR-24","13-MAR-24","18:54:00Z","MANASSAS","VIRGINIA","UNITED STATES","AIRCRAFT STRUCK A BIRD AND POST FLIGHT INSPECTION REVEALED DAMAGE TO THE LEFT WING, MANASSAS, VA.","INCIDENT","WASHINGTON FSDO","N761BF","","","PIPER","PA28","No","MINOR","PERSONAL","EN ROUTE (ENR)","91","NONE","No","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"No","02-APR-24","02-APR-24","01:10:00Z","TORRANCE","CALIFORNIA","UNITED STATES","AIRCRAFT LANDED GEAR UP, TORRANCE, CA.","INCIDENT","LONG BEACH FSDO","N3803B","","","BEECH","C24R","No","UNKNOWN","PERSONAL","LANDING (LDG)","91","NONE","No","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"No","02-APR-24","01-APR-24","16:11:00Z","ST AUGUSTINE","FLORIDA","UNITED STATES","AIRCRAFT LANDED AND GEAR COLLAPSED, ST AUGUSTINE, FL.","INCIDENT","ORLANDO FSDO","N7371R","","","BEECH","95-B55","No","UNKNOWN","PERSONAL","LANDING (LDG)","91","NONE","No","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
